;Code;Désignation courte;Famille;Prix de vente HT;Prix de vente TTC;Stock théorique;Stock réel;Qté en cde client;Qté en cde fournisseur;Bloqué;Compte Vente Local;Désignation longue;Code TVA;Bloqué
1592;ART0926;MICROSOFT, Stylet sans fil;FA0013;99,00  EUR;118,80  EUR;3,000;-5,000;2,000;10,000;;707101;MICROSOFT, Stylet sans fil, Interface Bluetooth 4.0, Dimensions (LxPxH) 14.61 x 0.97 x 0.97 cm, Poids 20g, Garantie 1 an  Information pour nous :  Matériel inclus :  Pile AAAA;3;
1593;ART1358;MICROSOFT, Surface Arc Mouse;FA0013;89,00  EUR;106,80  EUR;-2,000;-2,000;;;;707101;MICROSOFT, Souris sans fil, Portée jusqu'à 10m, Interface Bluetooth 4.1, Dimensions (LxPxH) 5,51 x 13.13 x 1.42 cm, Poids 82.49 g, Garantie 1 an  Information pour nous :  Matériel inclus : 2 piles alcalines AAA;3;
1594;ART1528;"MICROSOFTSurfacPro6,12"",8 Go,256ssd";FA0023;1069,90  EUR;1283,88  EUR;1,000;;;1,000;;707101;"MICROSOFT, Surface Pro, Ecran tactile 12,3"", Résolution 2736 x 1824, Processeur i5 / 1,7 GHz (Turbo 3.6 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB 3.0, Mini DisplayPort, Sortie casque, Socle, SurfaceConnect,  802.11a/b/g/n/ac, Bluetooth 4.1,  Windows 10 Pro, Dimensions (LxPxH) 29.2 x 20.1 x 0.85 cm, Poids 770 g, Garantie 2 ans  Information pour nous :  Accessoires inclus : Adaptateur secteur Pas de clavier  Pas de stylet";3;
1595;ART2944;Migration mails Exchange vers 365;FA0018;158,00  EUR;189,60  EUR;;;;;;706601;Prestation de migration d’une boîte mail en Pop/Imap/Exchange vers Microsoft 365  Merci de nous transmettre : Fourniture du listing client concernant le nom des boites mails, nombre de boites mails, les noms et prénoms de chaque collaborateur, les alias , les mots de passe, les délégations (partages) sur chaque boite mail  Récupération des accès admin (console administrateur) de l’hébergeur actuel :  Etat des lieux de l’hébergement actuel :  - Vérification des services associés (antispam…)  - Etat des lieux du volume de chaque boite mail  - Vérification des boites partagées et ressources  - Vérification des redirections permanentes  Une connexion sur chaque boîte mail sera effectuée par nos services en web afin de contrôler les accès et identifiants  Etape préparatoire à la migration de la nouvelle plateforme :  - Préparation de la nouvelle plateforme d'hébergement mails  - Intégration partielle du nom de domaine  - Création des comptes utilisateurs, des alias , des ressources, des délégations (partages) sur chaque boite mails  - Préparation des profils de migration de chaque boites mail  Etape de migration :   - Envoi du premier lot de synchronisation de mails (un risque d'échec de synchronisation peut subvenir en différents états: Perfect,  Investigation, ou Erreur)  - Modification du routage des mails vers la nouvelle plateforme – propagation de l’information du nouveau serveur (24-48h) – une perte de productivité est à prévoir ainsi qu’une possible perte de mails via le message que l’interlocuteur pourrait recevoir : « le service de messagerie n’est pas disponible »  - Connexion par nos services sur chaque poste client  - Création d’un export de l’agenda et des contacts (Outlook) hors autocomplétion  - Export manuel de chaque ressource  - Création d’un nouveau profil de messagerie   - Installation du profil Microsoft 365  - Vérification envoi/réception des mails  - Intégration des calendriers et contacts  - Remise en fonctionnement de l’autocomplétion – sous réserve de faisabilité technique  - Recréation des partages des calendriers   - Recréation des ressources, redirections d’emails et des délégations (il n’est pas possible de posséder 2 boites mails 365 simultanément – 1 boite installée puis les suivantes en délégation)  - Intégration des nouvelles boites mails sur tablette, smartphone  - Réinstallation des scan to mail sur les périphériques imprimantes/copieurs, sous condition de compatibilité avec Microsoft 365 (le cas échéant un protocole SMTP sera installé par nos services)  - Tests de fonctionnement  - Sécurisation de la nouvelle plateforme   - _ journée de gestion d’effets de bords est à prévoir  Intervention théorique, des problématiques diverses peuvent être rencontrées lors de la migration :  - Transfert au niveau du nom de domaine, risque de progation du nom de domaine, risque de synchronisation , perte d’accès à des services ponctuels temporairement   - Le temps de migration d’une boîte mails par poste est d’environ 40 min – en fonction de la volumétrie et du lien internet du client   Exemple : une boîte mails entre 2 et 5 Go mettra 40 à 45 min en envoi et monopolisera le poste sur la durée d’intervention Une boîte mails de plus de 10 Go mettra potentiellement plusieurs heures à se synchroniser, déclenchant des effets de bords liées à la volumétrie  Le devis sera transformé en commande une fois l'ensemble des boîtes mails recensées par Astorya  Toute boîte mail non déclarée et à migrer sera facturée en complément à hauteur de 158€ HT / boîte mail ;4;
1596;ART2945;Migration mails Gmail vers 365;FA0018;158,00  EUR;189,60  EUR;;;;;;706601;Prestation de migration d’une boîte Gmail vers Microsoft 365  Merci de nous transmettre : Fourniture du listing client concernant le nom des boites mails, nombre de boites mails, les noms et prénoms de chaque collaborateur, les alias , les mots de passe, les délégations (partages) sur chaque boite mail  Si le client possède des téléphones Android avec des comptes Gmail actifs ces derniers seront donc désactivés. Il est donc à la charge du client de recréer des comptes personnels Gmail afin de pouvoir réaccéder aux services Android nécessaire avec un compte Gmail.    Récupération des accès admin (console administrateur) de Google Workspace :  Etat des lieux de l’hébergement actuel : - Vérification des services associés (antispam…) - Etat des lieux du volume de chaque boite mail - Vérification des boites partagées et ressources - Vérification des redirections permanentes  Une connexion sur chaque boîte mail sera effectuée par nos services en web afin de contrôler les accès et identifiants  Etape préparatoire à la migration de la nouvelle plateforme :  - Préparation de la nouvelle plateforme d'hébergement mails - Intégration partielle du nom de domaine - Création des comptes utilisateurs, des alias , des ressources, des délégations (partages) sur chaque boite mails - Préparation des profils de migration de chaque boite mail - Modification des options de la boite mail (activation service Imap) - Modification du compte utilisateur / activation de la vérification en 2 étapes et création du code d’authentification application  Etape de migration :   - Envoi du premier lot de synchronisation de mails (un risque d'échec de synchronisation peut subvenir en différents états: Perfect,  Investigation, ou Erreur) - Modification du routage des mails vers la nouvelle plateforme – propagation de l’information du nouveau serveur (24-48h) – une perte de productivité est à prévoir ainsi qu’une possible perte de mails via le message que l’interlocuteur pourrait recevoir : « le service de messagerie n’est pas disponible » - Connexion par nos services sur chaque poste client - Création d’un export de l’agenda et des contacts (Gmail) hors autocomplétion - Export manuel de chaque ressource - Création d’un nouveau profil de messagerie  - Installation du profil M365 - Vérification envoi/réception des mails  - Intégration des calendriers et contacts - Remise en fonctionnement de l’autocomplétion – sous réserve de faisabilité technique - Si Gmail est utilisé en mode web : pas de récupération possible - Recréation des partages des calendriers  - Recréation des ressources, redirections d’emails et des délégations (il n’est pas possible de posséder 2 boites mails 365 simultanément – 1 boite installée puis les suivantes en délégation) - Intégration des nouvelles boites mails sur tablette, smartphone - Réinstallation des scan to mail sur les périphériques imprimantes/copieurs, sous condition de compatibilité avec Microsoft 365 (le cas échéant un protocole SMTP sera installé par nos services) - Tests de fonctionnement - Sécurisation de la nouvelle plateforme  - _ journée de gestion d’effets de bords est à prévoir  Intervention théorique, des problématiques diverses peuvent être rencontrées lors de la migration :  - Transfert au niveau du nom de domaine, risque de progation du nom de domaine, risque de synchronisation , perte d’accès à des services ponctuels temporairement   - Le temps de migration d’une boîte mails par poste est d’environ 40 min – en fonction de la volumétrie et du lien internet du client   Exemple : une boîte mails entre 2 et 5 Go mettra 40 à 45 min en envoi et monopolisera le poste sur la durée d’intervention Une boîte mails de plus de 10 Go mettra potentiellement plusieurs heures à se synchroniser, déclenchant des effets de bords liées à la volumétrie   Le devis sera transformé en commande une fois l'ensemble des boîtes mails recensées par Astorya  Toute boîte mail non déclarée et à migrer sera facturée en complément à hauteur de 158€ HT / boîte mail ;4;
1597;ART2946;Migration mails Imap vers Exchange ;FA0018;158,00  EUR;189,60  EUR;;;;;;706601;Prestation migration d’une boite mail via plateforme de messagerie Imap vers exchange (hors Microsoft 365)   Fourniture du listing client concernant le nom des boites mails, nombre de boites mails, les noms et prénoms de chaque personne, les alias , les mots de passe, les délégations (partages) sur chaque boite mail  Etape préparatoire à la migration de la nouvelle plateforme :  - Connexion sur chaque boîte mail afin de contrôler les accès/identifiants - Préparation de la nouvelle plateforme d'hébergement mails  - Création des comptes utilisateurs, des alias , des ressources, des délégations (partage) sur chaque boite mails, - Préparation des profils de migration de chaque boite mail  Etape de migration :  - Connexion sur chaque poste informatique - Création d’un jeu de sauvegardes - Création d’un nouveau profil de messagerie  - Import de la sauvegarde vers le nouveau profil - Vérification envoi/réception des mails  - Intégration des calendriers et contacts - Remise en fonctionnement de l’autocomplétion – sous réserve de faisabilité technique - Recréation des partages des calendriers  - Recréation des ressources, redirections d’email et de délégation (il n’est pas possible de posséder 2 boites mails Exchange simultanément – 1 boite installée et les autres en délégation) - Intégration des nouvelles boites mails sur tablette smartphone - Tests de fonctionnement  Intervention théorique, des problématiques diverses peuvent être rencontrées lors de la migration :  - Transfert au niveau du nom de domaine, risque de progation du nom de domaine, risque de synchronisation , perte d’accès à des services ponctuels temporairement   - Le temps de migration d’une boîte mails par poste est d’environ 40 min – en fonction de la volumétrie et du lien internet du client   Exemple : une boîte mails entre 2 et 5 Go mettra 40 à 45 min en envoi et monopolisera le poste sur la durée d’intervention Une boîte mails de plus de 10 Go mettra potentiellement plusieurs heures à se synchroniser, déclenchant des effets de bords liées à la volumétrie  Le devis sera transformé en commande une fois l'ensemble des boîtes mails recensées par Astorya  Toute boîte mail non déclarée et à migrer sera facturée en complément à hauteur de 158€ HT / boîte mail    ;4;
1598;ART2951;Migration pop/imap vers ASTORYA;FA0018;158,00  EUR;189,60  EUR;;;;;;706601;Prestation de migration d’une boîte mail en Pop/Imap vers une nouvelle plateforme de messagerie Astorya  Merci de nous transmettre : Fourniture du listing client concernant le nom des boites mails, nombre de boites mails, les noms et prénoms de chaque collaborateur, les alias , les mots de passe, les délégations (partages) sur chaque boite mail  Récupération des accès admin (console administrateur) de l’hébergeur actuel :  Etat des lieux de l’hébergement actuel : - Vérification des services associés (antispam…) - Etat des lieux du volume de chaque boite mail - Vérification des boites partagées et ressources - Vérification des redirections permanentes  Une connexion sur chaque boîte mail sera effectuée par nos services en web afin de contrôler les accès et identifiants  Etape préparatoire à la migration de la nouvelle plateforme :  - Préparation de la nouvelle plateforme d'hébergement mails - Intégration partielle du nom de domaine - Création des comptes utilisateurs, des alias , des ressources, des délégations (partages) sur chaque boite mails - Préparation des profils de migration de chaque boites mail  Etape de migration :   - Envoi du premier lot de synchronisation de mails (un risque d'échec de synchronisation peut subvenir en différents états: Perfect,  Investigation, ou Erreur) - Modification du routage des mails vers la nouvelle plateforme – propagation de l’information du nouveau serveur (24-48h) – une perte de productivité est à prévoir ainsi qu’une possible perte de mails via le message que l’interlocuteur pourrait recevoir : « le service de messagerie n’est pas disponible » - Connexion par nos services sur chaque poste client - Création d’un export de l’agenda et des contacts (Outlook) hors autocomplétion - Export manuel de chaque ressource - Création d’un nouveau profil de messagerie  - Vérification envoi/réception des mails  - Intégration des calendriers et contacts - Remise en fonctionnement de l’autocomplétion – sous réserve de faisabilité technique - Recréation des partages des calendriers  - Recréation des ressources, redirections d’emails et des délégations - Intégration des nouvelles boites mails sur tablette, smartphone - Tests de fonctionnement - Sécurisation de la nouvelle plateforme  - _ journée de gestion d’effets de bords est à prévoir  Intervention théorique, des problématiques diverses peuvent être rencontrées lors de la migration :  - Transfert au niveau du nom de domaine, risque de progation du nom de domaine, risque de synchronisation , perte d’accès à des services ponctuels temporairement   - Le temps de migration d’une boîte mails par poste est d’environ 40 min – en fonction de la volumétrie et du lien internet du client   Exemple : une boîte mails entre 2 et 5 Go mettra 40 à 45 min en envoi et monopolisera le poste sur la durée d’intervention Une boîte mails de plus de 10 Go mettra potentiellement plusieurs heures à se synchroniser, déclenchant des effets de bords liées à la volumétrie   Le devis sera transformé en commande une fois l'ensemble des boîtes mails recensées par Astorya  Toute boîte mail non déclarée et à migrer sera facturée en complément à hauteur de 158€ HT / boîte mail  ;4;
1599;ART2684;Migration SAGE;FA0002;;;-1,000;-1,000;;;;707304;Migration vers : Sage 50 Premium Sage 50 Premium  - Niveau fonctionnel : Premium  - Base de Données : Base propriétaire Ciel  - OS Client : Windows™  - Mode de com. : DSU  - Support de diffusion : A télécharger  - Utilisateurs nommés : 2 Société : 10 Options : - S5KCL0004 Compta - S5KCL0005 Gestion Commerciale Services connectés : - GCISC0001 Ciel Données Mobiles - GCISC0017 Sauvegarde en Ligne Dossiers transférés : 2 - GCISC0006 Direct déclaration TVA SIRET : 10 - GCISC0023 Ciel Liaison Bancaire Société : 10;3;
1600;ART2972;Migration vers Google Workspace;;158,00  EUR;189,60  EUR;;;;;;706601;Prestation de migration d’une boîte mail vers Google Workspace  Merci de nous transmettre : Fourniture du listing client concernant le nom des boites mails, nombre de boites mails, les noms et prénoms de chaque collaborateur, les alias , les mots de passe, les délégations (partages) sur chaque boite mail  Récupération des accès admin (console administrateur) de l’hébergeur actuel :  Etat des lieux de l’hébergement actuel : - Vérification des services associés (antispam…) - Etat des lieux du volume de chaque boite mail - Vérification des boites partagées et ressources - Vérification des redirections permanentes  Une connexion sur chaque boîte mail sera effectuée par nos services en web afin de contrôler les accès et identifiants  Etape préparatoire à la migration de la nouvelle plateforme :  - Préparation de la nouvelle plateforme d'hébergement mails - Intégration partielle du nom de domaine - Création des comptes utilisateurs, des alias , des ressources, des délégations (partages) sur chaque boite mails - Préparation des profils de migration de chaque boites mail  Etape de migration :   - Envoi du premier lot de synchronisation de mails (un risque d'échec de synchronisation peut subvenir en différents états: Perfect,  Investigation, ou Erreur) - Modification du routage des mails vers la nouvelle plateforme – propagation de l’information du nouveau serveur (24-48h) – une perte de productivité est à prévoir ainsi qu’une possible perte de mails via le message que l’interlocuteur pourrait recevoir : « le service de messagerie n’est pas disponible » - Connexion par nos services sur chaque poste client - Création d’un export de l’agenda et des contacts (Outlook) hors autocomplétion - Export manuel de chaque ressource - Création d’un nouveau profil de messagerie  - Installation du profil Google Workspace - Vérification envoi/réception des mails  - Intégration des calendriers et contacts - Remise en fonctionnement de l’autocomplétion – sous réserve de faisabilité technique - Recréation des partages des calendriers  - Recréation des ressources, redirections d’emails et des délégations - Intégration des nouvelles boites mails sur tablette, smartphone - Réinstallation des scan to mail sur les périphériques imprimantes/copieurs, sous condition de compatibilité avec Microsoft 365 (le cas échéant un protocole SMTP sera installé par nos services) - Tests de fonctionnement - Sécurisation de la nouvelle plateforme  - _ journée de gestion d’effets de bords est à prévoir  Intervention théorique, des problématiques diverses peuvent être rencontrées lors de la migration :  - Transfert au niveau du nom de domaine, risque de progation du nom de domaine, risque de synchronisation , perte d’accès à des services ponctuels temporairement   - Le temps de migration d’une boîte mails par poste est d’environ 40 min – en fonction de la volumétrie et du lien internet du client   Exemple : une boîte mails entre 2 et 5 Go mettra 40 à 45 min en envoi et monopolisera le poste sur la durée d’intervention Une boîte mails de plus de 10 Go mettra potentiellement plusieurs heures à se synchroniser, déclenchant des effets de bords liées à la volumétrie   Le devis sera transformé en commande une fois l'ensemble des boîtes mails recensées par Astorya  Toute boîte mail non déclarée et à migrer sera facturée en complément à hauteur de 158€ HT / boîte mail  ;4;
1601;ART1758;Mini chargeur USB de 5 V/1 A;FA0013;15,90  EUR;19,08  EUR;;;;;;707103;AISENS, Mini chargeur USB, Tension d'entrée, 240 V 50 – 60 Hz. Tension de sortie, DC 5 V 1 A. 5 W (max);3;
1602;ART1999;Minicute EZmouse 2 Ergonomique;FA0013;69,00  EUR;82,80  EUR;;;;;;707101;Souris verticale filaire ergonomique MINICUTE, , 3 boutons et roulette de défilement, revêtement en caoutchouc souple pour meilleure prise en main, molette de défilement en gel de silice, pour un travail de précision, dimensions 70 x 68 x 120 mm, garantie 1 an  Modèle répondant à la norme NF ISO 11228-3 déterminant les recommandations ergonomiques applicables aux tâches répétitives;3;
1603;ART2052;Mobilis RESIST, Coque tablette;FA0013;69,50  EUR;83,40  EUR;-2,000;-2,000;;;;707101;MOBILIS, Coque de protection robuste pour tablette, Garantie 2 ans  Information pour nous :  Compatible pour les tablettes Samsung Galaxy Tab Active Pro (ART2051);3;
1604;ART1892;MOBILIS Sacoche 15.6;FA0013;19,90  EUR;23,88  EUR;-5,000;-5,000;5,000;5,000;;707101;"MOBILIS, Sacoche pour ordinateur portable 15,6"", Bandoulière, poignée sur le dessus,  Fermeture éclair, Dimensions (LxPxH) 42 x 5.5 x 33 cm, Poids 525 g, Garantie à vie";3;
1605;ART0614;Modem Box Fibre;FA0012;249,00  EUR;298,80  EUR;-2,000;-1,000;1,000;;;707104;Routeur fibre optique;3;
1606;ART1424;Modem routeur fibre;FA0012;399,00  EUR;478,80  EUR;-2,000;-1,000;1,000;;;707104;Modem routeur fibre;3;
1607;ART0437;Modem routeur SDSL;FA0012;157,50  EUR;189,00  EUR;-17,000;-18,000;1,000;2,000;;707104;Modem routeur Professionnel Technicolor TG650s Nombre de paires : 1 ou 2 4 ports RJ45 Ethernet 1x1 Gbps et 3x100 Mbps 2 ports;3;
1608;ART2753;Modifications du site internet;FA0005;69,00  EUR;82,80  EUR;;;;;;706104;Modifications du site internet : Créations de pages, de contenus, intégrations de photos  Tarification horaire : 69€ht/heure ;4;
1609;ART2158;Module EHS EPOS DW30 Pro;FA0014;26,90  EUR;32,28  EUR;-1,000;-2,000;;1,000;;707201;Module EHS-Alcatel permettant les fonctionnalités : Décrochage à distance, réglage du volume, mute, garantie 1 an ;3;
1610;ART2811;Module SFP +;FA0015;29,90  EUR;35,88  EUR;-36,000;-36,000;;;;707102;Module 10Gb SFP+ Modules branchés entre vos équipements ( Switchs/Serveurs )- Compatible pour Cisco SFP-10G-SR, Meraki MA-SFP-10GB-SR, Mikrotik S+85DLC03D, Ubiquiti, Netgear, Zyxel, Qnap, Synology, D-Link, Open Switch Garantie 3 ans    ;3;
1611;ART2430;MODULE THERMIQUE CPU - ASUS ZENBOOK;;49,90  EUR;59,88  EUR;;;;;;707101;Module thermique CPU pour PC portable Asus ZenBook - Système de refroidissement composé d'un caloduc et d'un ventilateur;3;
1612;ART2902;MS SQL Standard 2019;;;;;;;;;707304;MS SQL Standard 2019;3;
1613;ART2591;Multifonction Couleur;FA0002;;;;;;;;707401;Multifonction Couleur HP Color Laser Jet;3;
1614;ART0979;Multifonction Laser couleur HP M181;FA0017;349,00  EUR;418,80  EUR;;;;;;707401;HP Color LaserJet Pro - Laser - couleur - Affichage 2 lignes - Interface USB 2.0, LAN, Wi-Fi(n) - Numérisation vers e-mail, numériser vers un dossier, numérisation vers application - mémoire 256 Mo - Vitesse de reproduction maximale Jusqu'à 16 ppm (mono)/jusqu'à 16 ppm (couleur) - Copies maximales 99 - Pilotes PCL 6, PostScript 3, PCL 5c, PDF, PCLm, URF - Résolution optique 1200 x 1200 ppp - Numérotation rapide 120 station(s) - Type de support Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier photo, papier, papier lourd, papier à faible grammage, papier brillant - Niveau sonore 50 dBA (en fonctionnement) - Poids16.3 kg - Garantie 1 an;3;
1615;ART1085;Multifonction laser couleur HP M477;FA0017;549,00  EUR;658,80  EUR;-1,000;-1,000;1,000;1,000;;707401;"HP Color LaserJet Pro, Laser couleur multifonctions, Interface 1 x USB 2.0 - USB à 4 broches, type B, 2 x USB host - USB à 4 broches, type A, 1 x LAN Gigabit - RJ-45, 1 x modem - RJ-11, Impression à partir d'un lecteur flash USB, sauvegarde sur lecteur flash USB, numérisation vers e-mail, HP ePrint, enregistrer vers le dossier réseau, numériser vers le Cloud, impression directe sans fil, Instant-on Technology, fonction ""touch-to-print"", certification Mopria, Google Cloud Print 2.0, mémoire 256 Mo, Vitesse de reproduction maximale jusqu'à 27 ppm (mono)/jusqu'à 27 ppm (couleur), Pilotes PCL 6, PostScript 3, PCL 5c, PDF, PCLm, URF, Résolution optique 1200 x 1200 ppp, Numérotation rapide 120 station(s), Type de support enveloppes, papier ordinaire, étiquettes, papier recyclé, papier photo, papier, papier photo brillant, papier brillant, papier perforé, papier préimprimé, cartes postales, Niveau sonore 32 dBA (en fonctionnement) , 4 cartouches incluses dans l'imprimante, Poids 23,2 kg - Garantie 1 an ";3;
1616;ART2227;Multifonction laser couleur HP M479;FA0017;549,00  EUR;658,80  EUR;-2,000;-1,000;1,000;;;707401;"HP, Color LaserJet Pro, Imprimante couleur multifonction, Écran tactile de 4.3"", Nombre d'utilisateurs de 3 à 10, Résolution d'impression maximale jusqu'à 38 400 x 600  ppp (mono) / jusqu'à 38 400 x 600 ppp (couleur), Capacité du chargeur de documents 50 feuilles, Type de support transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier photo, papier, papier brillant, Interfaces 1 x USB 2.0 - USB 4 broches type B, 1 x USB host - USB de type A 4 broches, 1 x LAN - RJ-45, Dimensions (LxPxH) 41,6 x 46,1 x 40 cm, Poids 22.6 kg, Garantie 1 an";3;
1617;ART1106;Multifonction laser couleur M452;FA0017;299,00  EUR;358,80  EUR;;;;;;707401;Imprimante HP Color LaserJet Pro M452nw - couleur - laser, A4, résolution 38400 x 600 ppp, vitesse jusqu'à 27/49 ppm, mémoire 128 Mo, technologie JetIntelligence, interfaces USB 2.0, Gigabit LAN, Wifi(n), hôte USB, dim. (LxPxH) 41.2 x 45.3 x 29.5 cm, 17.5 kg;3;
1618;ART2291;Nas de sauvegarde pro;FA0015;198,00  EUR;237,60  EUR;;;;;;707102;" Synology Disk Station 120- dispositif de stockage prpfessionnel 120 Serveur NAS, Tour, processeur Marvell Marvell A3720 dual-core 800Mhz, RAM 512 Mo, châssis nu (sans disques), 1 baies SATA III 6Gb/s 2,5""/3,5"", 1 x GbE, 2 x USB";3;
1619;ART2799;NAS reconditionné;;399,90  EUR;479,88  EUR;;;;;;707102;"NAS reconditionné  Répondant à notre cahier des charges Astorya :   1.Les techniciens réceptionnent le produit et s'assurent que le matériel est conforme à nos exigences 2. Une note lui est attribuée en fonction de son état esthétique (très bon état ; bon état ; bon plan). 3. Un diagnostic produit est réalisé par nos techniciens 4. La réparation est effectuée dans nos locaux 5. Le nettoyage  6. Le conditionnement et l'expédition du produit  État du matériel proposé : Processeur : Disque dur  - État Neuf ( €ht ) Système d'exploitation : ( €ht ) RAM : Intégrée de Go  Ajout de composants : € HT  Main d'oeuvre technique : Intégration des nouveaux composants avec réinstallation du système d'exploitation avec les mises à jour : 2heures estimées  Prix d'un matériel neuf équivalent : €ht  Offre limitée en fonction du stock disponible. Garantie des matériels 1an.  ";3;
1620;ART2307;NAS6400;;13489,00  EUR;16186,80  EUR;;;;;;707102;NAS6400;3;
1621;ART2889;NE PAS UTILISER;;;;;;;;;707304;NE PAS UTILISER ;3;
1622;ART2891;NE PAS UTILISER;;;;-34,000;-31,000;3,000;;;707000;NE PAS UTILISER;3;
1623;ART1512;NETGEAR  Switch 24 ports POE;FA0012;299,00  EUR;358,80  EUR;-1,000;-4,000;1,000;4,000;;707104;NETGEAR, Switch POE, Ports 24 x 10/100/1000, Poids 4,70 Kg, Garantie 1 an  POE;3;
1624;ART2694;NETGEAR Orbi pack de 3 bornes wifi;FA0012;359,00  EUR;430,80  EUR;;;;;;707104;NETGEAR Système WiFi 6 Mesh Orbi (RBK353), Pack de 3, Routeur WiFi 6 AX1800, WiFi jusqu'à 1.8 Gbit/s, Couverture WiFi Mesh fiable de 300m_, compatible toutes box Internet;3;
1625;ART1942;NETGEAR Pack 2 sdaptateurs CPL;FA0013;59,00  EUR;70,80  EUR;-1,000;-2,000;;1,000;;707103;NETGEAR, Pack de 2 adaptateurs CPL, Branchement mural, Débit de transfert de données 1 Gbits/s, Interfaces1 x 10Base-T/100Base-TX/1000Base-T - RJ-45, 1 x HomePlug AV 2.0, Dimensions (LxPxH) 5.9 x 3.59 x 10 cm, Poids 126 g, Garantie 1 an  Information pour nous :  Matériel inclus :  2 x câble réseau - 2 m;3;
1626;ART1490;NETGEAR Switch 16 ports;FA0012;119,00  EUR;142,80  EUR;-3,000;-5,000;;2,000;;707104;NETGEAR, Switch, Ports 16 x 10/100/1000 + 2 x Gigabit SFP,  Interfaces 16 x 1000Base-T RJ-45, 2 x 1000Base-X SFP liaison montante, Dimensions (LxPxH) 44 x 20,4 x 4,3 cm, Poids 2.57  Kg,  Garantie à vie  Information pour nous :  Matériel inclus :  Kit de montage pour rack  NON POE;3;
1627;ART2177;NETGEAR Switch 16 ports POE;FA0012;243,90  EUR;292,68  EUR;-1,000;-1,000;;;;707104;NETGEAR, Switch POE, Ports 16 x 10/100/1000,  Interfaces 16 x 1000Base-T RJ-45, Dimensions 10.2 x 28.6 x 2.7 centimètres, Poids 600 grammes,  Garantie 2 ans ;3;
1628;ART1345;NETGEAR Switch 24 ports;FA0012;139,00  EUR;166,80  EUR;-6,000;-8,000;;2,000;;707104;NETGEAR, Switch, Ports  24 x 10/100/1000 + 2 x Gigabit SFP,  Interfaces 24 x 1000Base-T RJ-45, 2 x 1000Base-X SFP liaison montante, Dimensions (LxPxH) 44 x 20,4 x 4,3 cm, Poids 2.74  Kg,  Garantie à vie  NON POE;3;
1629;ART2141;NETGEAR, Switch 48 ports ;;299,00  EUR;358,80  EUR;;;;;;707104;"NETGEAR, Non manageable, Ports 48 x 10/100/1000 + 4 x SFP, Interface 48 x 1000Base-T RJ-45, 4 x 1000Base-X SFP, Dimensions (LxPxH) 44 x 20,6 x 4.3 cm, Poids 3.05 kg, Garantie 5 ans  NON POE  Information pour nous :   Kit de montage pour rack inclus; Accessoires inclus : Pieds en caoutchouc ";3;
1630;ART1709;Newstar, Chariot écran;FA0011;399,00  EUR;478,80  EUR;-1,000;-2,000;;1,000;;707101;"NEWSTAR, Chariot pour écran,  Taille d'écran recommandée 32""-55"", Réglage hauteur, inclinaison, Norme VESA de 200 x 200 mm à 600 x 400 mm, Poids maximum de la charge 45 kg, Garantie 5 ans";3;
1631;ART1539;NOKIA Téléphone portable 4.2;FA0024;179,00  EUR;214,80  EUR;-1,000;-1,000;;;;707201;NOKIA, Téléphone portable, smartphone Ecran LCD  tactile, résolution 1520 x 720 pixels, Fréquence d'horloge 1.95 GHz, 8 coeurs, 3 Go de RAM, 32 Go mémoire interne,  USB micro, Prise pour casque micro - mini-téléphone 3,5 mm, Fonctions caméra avant 8 mégapixels, radio FM, lecteur audio, enregistreur vocal, navigation, double caméra orientée vers l'arrière 13 mégapixels, Flash à LED, 4G, Système d'exploitation Android 9.0 Pie, GPS, SMS / MMS, Interface sans fil IEEE 802.11b/g/n, Bluetooth 4.2, Accessoires inclus Câble pour données, casque micro, adaptateur d'alimentation, chargeur micro-USB, Dimensions (LxPxH) 71.3 X 8.39 X 148.95 mm, Poids 165 g, Garantie 2 ans;3;
1632;ART2852;NUCLIAS CLOUD;;60,00  EUR;72,00  EUR;-3,000;-3,000;;;;706103;NUCLIAS CLOUD Gestion, Surveillance et Entretien de vos bornes DLink ;4;
1633;ART1784;Numéro de téléphonie unique ;FA0007;9,00  EUR;10,80  EUR;;;;;;706403;Numéro de téléphonie unique (facile)  (Prix mensuel / Prélèvement mensuel / Engagement 12 mois);4;
1634;ART1165;NVIDIA QUADRO Carte graphique  2 Go;FA0010;219,00  EUR;262,80  EUR;-1,000;-5,000;1,000;5,000;;707101;NVIDIA QUADRO, Carte graphique, Capacité 2 Go - GDDR5, Type de bus PCI Express 3.0 x16, Résolution maximale 5120 x 2880 à 60 Hz, Interfaces 3 x Mini DisplayPort, Garantie 1 an;3;
1635;ART1635;NVIDIA QUADRO Carte graphique  2 Go;FA0010;169,00  EUR;202,80  EUR;;;;;;707101;NVIDIA QUADRO, Carte graphique, Capacité 2 Go - GDDR5, Type de bus PCI Express 3.0 x16, Résolution maximale 5120 x 2880 à 60 Hz, Interfaces 3 x Mini DisplayPort, 3 x DisplayPort,  DVI-D, Garantie 3 ans  Information pour nous :  Matériel inclus : 3 x adaptateur Mini DisplayPort-DisplayPort, 1 x adaptateur Mini DisplayPort-DVI;3;
